OBJECTID,Survey,Name,Alternate,Coordinate,FilterAttestations,attestations,Paleolithi,Neolithic,Early-Mid ,Late Chalc,Early Bron,Middle Bro,Late Bronz,Iron 1,Iron 2,Iron 3,Achaemenid,Hellenisti,Roman 1,Roman 2,Roman 3,Byzantine,Abbasid,Middle Byz,Armenian,Mamluk,Ottoman,Modern,Coordinate_1,Coordinate_2,Halaf,Uruk,Late_Chalc,EBA,MBA,LBA,Iron_Age,Roman,Late_Roman,Early_Isla,Middle_Isl,Early_Chal,Mid_Chalco,MBA_LBA,1stMil_BCA,Medieval,Site_Area_Ha,Chalcolith,Second Mil,First Mill,Islamic,Neo,EB_I,EB_II,EB_III,2ndMillenn,Iron,Site_No,Description,F1stHalfIA,F2ndIA,Other,Calcolithi,Early_Bron,Middle_Bro,Late_Bronz,First_Half,Second_Hal,PPN,LateUruk,IronAge,Archaic,Classical,Bibliography,Website,Site_Type,Paleo,Chalco,OldHittite,EarlyEmpir,LateEmpire,EarlyIron,MidIron,LateIron,Hellenisit,Early_Byz,Turkic,Lower_Pale,Mid_Paleo,PPNA,PPNB,EB,EBI,EBII,EBIII,MB,LB,IA,Early_Hell,Late_Hell,Early_Roma,Chalcoliti,EB_1,EB_2,EB3,EB_4,MB_1,MB_2,IRON_1,IRON_2,IRON_3,Helenisitc,Late_Antiq,Chalcolithic,Hellenistic,Hittite,Middle IA,Late Antique/Antik,Late R,NE,Late IA,2nd MIll,Early IA,Filter,Data,New,News,x,y
697,Cilicia (Rutishauer),Kurtlarin Tepe,Kurtlarin Tepe,"36.518849, 36.089504","Achaemenid,Hellenistic,Classical","{""0"":""Achaemenid"",""1"":""Hellenistic""}",,,,,,,,,,,Y,Y,,,,,,,,,,,confirmed,36.518849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Achae, Hel, Class",AnatolianAtlas2024,,"Achaemenid,Hellenistic,Classical",36.0895040003431,36.5188489997719
698,Cilicia (Rutishauer),Mopsos no 66,,"36.519381, 36.085465","Achaemenid,Hellenistic,Classical","{""0"":""Achaemenid"",""1"":""Hellenistic""}",,,,,,,,,,,Y,Y,,,,,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Achae, Hel, Class",AnatolianAtlas2024,,"Achaemenid,Hellenistic,Classical",36.0854649996542,36.5193809999346
699,Cilicia (Rutishauer),Mopsos no 67,,"36.524127, 36.069544","LateBronzeAge,Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,BronzeAge,Byzantine,Medieval,Islamic","{""0"":""LateBronzeAge"",""1"":""Hellenistic"",""2"":""EarlyByzantine"",""3"":""Abbasid"",""4"":""MiddleByzantine""}",,,,,,,,,,,,Y,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LBA, Hel, EByz, Abbas, MByz, BA, Class, Byz, Med, Islam",AnatolianAtlas2024,,"LateBronzeAge,Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,BronzeAge,Byzantine,Medieval,Islamic",36.0695439997703,36.5241270002894
700,Cilicia (Rutishauer),Yassi Tepe,Yassi Tepe,"36.535763, 36.066312","EarlyRoman,LateRoman,Roman,Classical","{""0"":""EarlyRoman"",""1"":""LateRoman""}",,,,,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, LRom, Rom, Class",AnatolianAtlas2024,,"EarlyRoman,LateRoman,Roman,Classical",36.0663119997185,36.5357629997294
701,Cilicia (Rutishauer),Karahüseynli 1,Karahüseynli 1,"36.525813, 36.105322","MiddleIronAge,EarlyByzantine,Abbasid,MiddleByzantine,Armenian,Mamluk,IronAge,Medieval,Byzantine,Islamic","{""0"":""MiddleIronAge"",""1"":""EarlyByzantine"",""2"":""Abbasid"",""3"":""MiddleByzantine"",""4"":""Armenian"",""5"":""Mamluk""}",,,,,,,,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),?,Y,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,"MIA, EByz, Abbas, MByz, Arm, Maml, IA, Med, Byz, Islam",AnatolianAtlas2024,,"MiddleIronAge,EarlyByzantine,Abbasid,MiddleByzantine,Armenian,Mamluk,IronAge,Medieval,Byzantine,Islamic",36.1053220002948,36.525812999996
702,Cilicia (Rutishauer),Karahüseynli 2,Karahüseynli 2,"36.523439, 36.107755","Mamluk,Medieval",{""0"":""Mamluk""},,,,,,,,,,,,,,,,,,,,Y,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maml, Med",AnatolianAtlas2024,,"Mamluk,Medieval",36.1077550001053,36.5234389996629
703,Cilicia (Rutishauer),Karahüseynli 3,Karahüseynli 3,"36.522096, 36.10814","Hellenistic,Mamluk,Ottoman,Medieval","{""0"":""Hellenistic"",""1"":""Mamluk"",""2"":""Ottoman""}",,,,,,,,,,,,Y,,,,,,,,Y,?,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, Maml, Ott, Class, Med",AnatolianAtlas2024,,"Hellenistic,Mamluk,Ottoman,Medieval",36.1081400000698,36.522096000261
704,Cilicia (Rutishauer),Karahüseynli 4,Karahüseynli 4,"36.526263, 36.105305","Achaemenid,Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,Mamluk,Classical,Byzantine,Medieval,Islamic","{""0"":""Achaemenid"",""1"":""Hellenistic"",""2"":""EarlyByzantine"",""3"":""Abbasid"",""4"":""MiddleByzantine"",""5"":""Mamluk""}",,,,,,,,,,,Y,Y,,,,Y (Epoche),Y (Epoche),Y (Epoche),,Y,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Achae, Hel, EByz, Abbas, MByz, Maml, Class, Byz, Med, Islam",AnatolianAtlas2024,,"Achaemenid,Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,Mamluk,Classical,Byzantine,Medieval,Islamic",36.1053049996781,36.5262629996445
705,Cilicia (Rutishauer),Mopsos no 73,,"36.523809, 36.093338","Achaemenid,Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,Classical,Byzantine,Medieval,Islamic","{""0"":""Achaemenid"",""1"":""Hellenistic"",""2"":""EarlyByzantine"",""3"":""Abbasid"",""4"":""MiddleByzantine""}",,,,,,,,,,,Y,Y,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Achae, Hel, EByz, Abbas, MByz, Class, Byz, Med, Islam",AnatolianAtlas2024,,"Achaemenid,Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,Classical,Byzantine,Medieval,Islamic",36.0933380000942,36.5238089997865
706,Cilicia (Rutishauer),Mopsos no 74,,"36.521602, 36.095207",Hellenistic,{""0"":""Hellenistic""},,,,,,,,,,,,Y,,,,,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, Class",AnatolianAtlas2024,,Hellenistic,36.0952069998401,36.5216020001878
707,Cilicia (Rutishauer),Mopsos no 75,,"36.520734, 36.096579","Achaemenid,Hellenistic,Classical","{""0"":""Achaemenid"",""1"":""Hellenistic""}",,,,,,,,,,,?,Y,,,,,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Achae, Hel, Class",AnatolianAtlas2024,,"Achaemenid,Hellenistic,Classical",36.0965790003667,36.5207340003458
708,Cilicia (Rutishauer),Mopsos no 76,,"36.519405, 36.098259","Hellenistic,Mamluk,Ottoman,Medieval","{""0"":""Hellenistic"",""1"":""Mamluk"",""2"":""Ottoman""}",,,,,,,,,,,,?,,,,,,,,Y,Y,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, Maml, Ott, Class, Med",AnatolianAtlas2024,,"Hellenistic,Mamluk,Ottoman,Medieval",36.0982589999667,36.5194049999751
709,Cilicia (Rutishauer),Mopsos no 77,,"36.503597, 36.092308","EarlyRoman,LateRoman,EarlyByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""LateRoman"",""2"":""EarlyByzantine""}",,,,,,,,,,,,,?,?,?,Y,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, LRom, EByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,LateRoman,EarlyByzantine,Roman,Classical,Byzantine,Medieval",36.0923079998743,36.5035969999101
710,Cilicia (Rutishauer),Mopsos no 78,,"36.511878, 36.077151","EarlyBronzeAge,BronzeAge",{""0"":""EarlyBronzeAge""},,,,,,,,,,,,,,,,,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,BronzeAge",36.0771510000715,36.5118780003038
711,Cilicia (Rutishauer),Mopsos no 79,,"36.51241, 36.08048","Achaemenid,Classical",{""0"":""Achaemenid""},,,,,,,,,,,Y,,,,,,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Achae, Class",AnatolianAtlas2024,,"Achaemenid,Classical",36.0804800002076,36.5124100000171
712,Cilicia (Rutishauer),Mopsos no 80,,"36.512257, 36.081602","EarlyBronzeAge,Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,BronzeAge,Byzantine,Medieval,Islamic","{""0"":""EarlyBronzeAge"",""1"":""Hellenistic"",""2"":""EarlyByzantine"",""3"":""Abbasid"",""4"":""MiddleByzantine""}",,,,,,,,,,,,Y,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, Hel, EByz, Abbas, MByz, BA, Class, Byz, Med, Islam",AnatolianAtlas2024,,"EarlyBronzeAge,Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,BronzeAge,Byzantine,Medieval,Islamic",36.0816019995907,36.5122569998798
713,Cilicia (Rutishauer),Mopsos no 81,,"36.500494, 36.028578","Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,Byzantine,Medieval,Islamic","{""0"":""Hellenistic"",""1"":""EarlyByzantine"",""2"":""Abbasid"",""3"":""MiddleByzantine""}",,,,,,,,,,,,Y,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, EByz, Abbas, MByz, Class, Byz, Med, Islam",AnatolianAtlas2024,,"Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,Byzantine,Medieval,Islamic",36.0285780003078,36.5004939996827
714,Cilicia (Rutishauer),Mopsos no 82,,"36.525576, 36.114152",Hellenistic,{""0"":""Hellenistic""},,,,,,,,,,,,?,,,,,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, Class",AnatolianAtlas2024,,Hellenistic,36.1141520002616,36.5255759997688
715,Cilicia (Rutishauer),Dutlu Tarla,Dutlu Tarla,"36.529013, 36.12586","EarlyBronzeAge,Achaemenid,Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,BronzeAge,Classical,Roman,Byzantine,Medieval,Islamic","{""0"":""EarlyBronzeAge"",""1"":""Achaemenid"",""2"":""Hellenistic"",""3"":""EarlyRoman"",""4"":""LateRoman"",""5"":""EarlyByzantine"",""6"":""Abbasid"",""7"":""MiddleByzantine""}",,,,,,,,,,,Y,Y,Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, Achae, Hel, ERom, LRom, EByz, Abbas, MByz, BA, Class, Rom, Byz, Med, Islam",AnatolianAtlas2024,,"EarlyBronzeAge,Achaemenid,Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,BronzeAge,Classical,Roman,Byzantine,Medieval,Islamic",36.1258600002777,36.5290129997286
716,Cilicia (Rutishauer),Fransiz Köprü,Fransiz Köprü,"36.526943, 36.125222",Ottoman,{""0"":""Ottoman""},,,,,,,,,,,,,,,,,,,,,Y,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ott,AnatolianAtlas2024,,Ottoman,36.1252219996949,36.526942999986
717,Cilicia (Rutishauer),Sifrin,Sifrin,"36.525054, 36.1336",Ottoman,{""0"":""Ottoman""},,,,,,,,,,,,,,,,,,,,,Y,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ott,AnatolianAtlas2024,,Ottoman,36.1336,36.525054
718,Cilicia (Rutishauer),Sifrin Köprü,Sifrin Köprü,"36.523695, 36.13327",Ottoman,{""0"":""Ottoman""},,,,,,,,,,,,,,,,,,,,,Y,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ott,AnatolianAtlas2024,,Ottoman,36.1332700000371,36.5236950002414
719,Cilicia (Rutishauer),Belençay Watermill,Belençay Watermill,"36.520643, 36.142036",Ottoman,{""0"":""Ottoman""},,,,,,,,,,,,,,,,,,,,,Y,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ott,AnatolianAtlas2024,,Ottoman,36.1420360004297,36.5206429996703
720,Cilicia (Rutishauer),Mopsos no 88,,"36.528829, 36.12944","Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Roman,Classical,Byzantine,Medieval,Islamic","{""0"":""Hellenistic"",""1"":""EarlyRoman"",""2"":""LateRoman"",""3"":""EarlyByzantine"",""4"":""Abbasid"",""5"":""MiddleByzantine""}",,,,,,,,,,,,Y,Y (Epoche),Y (Epoche),Y (Epoche),? (Epoche),? (Epoche),? (Epoche),,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, ERom, LRom, EByz, Abbas, MByz, Class, Rom, Byz, Med, Islam",AnatolianAtlas2024,,"Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Roman,Classical,Byzantine,Medieval,Islamic",36.1294399995856,36.5288290001821
721,Cilicia (Rutishauer),Mopsos no 89,,"36.517739, 36.140457",Ottoman,{""0"":""Ottoman""},,,,,,,,,,,,,,,,,,,,,Y,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ott,AnatolianAtlas2024,,Ottoman,36.1404570002138,36.5177390001806
722,Cilicia (Rutishauer),Mopsos no 90,,"36.57063, 36.155153","Mamluk,Medieval",{""0"":""Mamluk""},,,,,,,,,,,,,,,,,,,,Y,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maml, Med",AnatolianAtlas2024,,"Mamluk,Medieval",36.1551529998842,36.5706300002635
723,Cilicia (Rutishauer),Mopsos no 91,,"36.531819, 36.130111",Hellenistic,{""0"":""Hellenistic""},,,,,,,,,,,,Y,,,,,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, Class",AnatolianAtlas2024,,Hellenistic,36.1301109997803,36.5318189997541
724,Cilicia (Rutishauer),Mopsos no 92,,"36.539814, 36.129034","Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,Byzantine,Medieval,Islamic","{""0"":""Hellenistic"",""1"":""EarlyByzantine"",""2"":""Abbasid"",""3"":""MiddleByzantine""}",,,,,,,,,,,,Y,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, EByz, Abbas, MByz, Class, Byz, Med, Islam",AnatolianAtlas2024,,"Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,Byzantine,Medieval,Islamic",36.1290339997047,36.539814000206
725,Cilicia (Rutishauer),Mopsos no 93,,"36.539764, 36.123229",Hellenistic,{""0"":""Hellenistic""},,,,,,,,,,,,Y,,,,,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, Class",AnatolianAtlas2024,,Hellenistic,36.1232290001005,36.5397639998319
726,Cilicia (Rutishauer),Pinar Tepe,Pinar Tepe,"36.526001, 36.035976","LateBronzeAge,EarlyIronAge,MiddleIronAge,LateIronAge,Achaemenid,Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,BronzeAge,Classical,IronAge,Byzantine,Medieval,Islamic","{""0"":""LateBronzeAge"",""1"":""EarlyIronAge"",""2"":""MiddleIronAge"",""3"":""LateIronAge"",""4"":""Achaemenid"",""5"":""Hellenistic"",""6"":""EarlyByzantine"",""7"":""Abbasid"",""8"":""MiddleByzantine""}",,,,,,,,,,,Y,Y,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,,,,,,,,,"LBA, EIA, MIA, LIA, Achae, Hel, EByz, Abbas, MByz, BA, Class, IA, Byz, Med, Islam",AnatolianAtlas2024,,"LateBronzeAge,EarlyIronAge,MiddleIronAge,LateIronAge,Achaemenid,Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,BronzeAge,Classical,IronAge,Byzantine,Medieval,Islamic",36.0359760003716,36.5260010001258
727,Cilicia (Rutishauer),Mopsos no 100,,"36.544668, 36.109868","Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,Byzantine,Medieval,Islamic","{""0"":""Hellenistic"",""1"":""EarlyByzantine"",""2"":""Abbasid"",""3"":""MiddleByzantine""}",,,,,,,,,,,,Y,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, EByz, Abbas, MByz, Class, Byz, Med, Islam",AnatolianAtlas2024,,"Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,Byzantine,Medieval,Islamic",36.1098680002486,36.5446680000991
728,Cilicia (Rutishauer),Mopsos no 101,,"36.541768, 36.109194","Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,Byzantine,Medieval,Islamic","{""0"":""Hellenistic"",""1"":""EarlyByzantine"",""2"":""Abbasid"",""3"":""MiddleByzantine""}",,,,,,,,,,,,Y,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, EByz, Abbas, MByz, Class, Byz, Med, Islam",AnatolianAtlas2024,,"Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,Byzantine,Medieval,Islamic",36.1091939996808,36.5417680002105
729,Cilicia (Rutishauer),Mopsos no 106,,"36.538191, 36.112231","EarlyBronzeAge,Achaemenid,Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,BronzeAge,Classical,Byzantine,Medieval,Islamic","{""0"":""EarlyBronzeAge"",""1"":""Achaemenid"",""2"":""Hellenistic"",""3"":""EarlyByzantine"",""4"":""Abbasid"",""5"":""MiddleByzantine""}",,,,,,,,,,,Y,Y,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, Achae, Hel, EByz, Abbas, MByz, BA, Class, Byz, Med, Islam",AnatolianAtlas2024,,"EarlyBronzeAge,Achaemenid,Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,BronzeAge,Classical,Byzantine,Medieval,Islamic",36.1122309997389,36.5381910000069
730,Cilicia (Rutishauer),Mopsos no 107,,"36.542315, 36.113194","Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,Ottoman,Byzantine,Medieval,Islamic","{""0"":""Hellenistic"",""1"":""EarlyByzantine"",""2"":""Abbasid"",""3"":""MiddleByzantine"",""4"":""Ottoman""}",,,,,,,,,,,,Y,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,Y,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, EByz, Abbas, MByz, Ott, Class, Byz, Med, Islam",AnatolianAtlas2024,,"Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,Ottoman,Byzantine,Medieval,Islamic",36.1131940000116,36.5423149996396
731,Cilicia (Rutishauer),Mopsos no 108,,"36.533605, 36.102966","Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,Byzantine,Medieval,Islamic","{""0"":""Hellenistic"",""1"":""EarlyByzantine"",""2"":""Abbasid"",""3"":""MiddleByzantine""}",,,,,,,,,,,,Y,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, EByz, Abbas, MByz, Class, Byz, Med, Islam",AnatolianAtlas2024,,"Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,Byzantine,Medieval,Islamic",36.102965999579,36.5336050001359
732,Cilicia (Rutishauer),Mopsos no 109,,"36.536346, 36.1123","Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,Byzantine,Medieval,Islamic","{""0"":""Hellenistic"",""1"":""EarlyByzantine"",""2"":""Abbasid"",""3"":""MiddleByzantine""}",,,,,,,,,,,,Y,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, EByz, Abbas, MByz, Class, Byz, Med, Islam",AnatolianAtlas2024,,"Hellenistic,EarlyByzantine,Abbasid,MiddleByzantine,Byzantine,Medieval,Islamic",36.1123000002341,36.5363459998984
733,Cilicia (Rutishauer),Mopsos no 111,,"36.51581, 36.128046","Mamluk,Ottoman,Medieval","{""0"":""Mamluk"",""1"":""Ottoman""}",,,,,,,,,,,,,,,,,,,,?,?,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maml, Ott, Med",AnatolianAtlas2024,,"Mamluk,Ottoman,Medieval",36.1280460002159,36.5158099998708
734,Cilicia (Rutishauer),Mopsos no 112,,"36.566636, 36.164908","EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Roman,Classical,Byzantine,Medieval,Islamic","{""0"":""EarlyRoman"",""1"":""LateRoman"",""2"":""EarlyByzantine"",""3"":""Abbasid"",""4"":""MiddleByzantine""}",,,,,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, LRom, EByz, Abbas, MByz, Rom, Class, Byz, Med, Islam",AnatolianAtlas2024,,"EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Roman,Classical,Byzantine,Medieval,Islamic",36.1649079995905,36.5666359997216
