OBJECTID,AA_ID,Survey,Name,Alternate,X,Y,Coordinate,attestations4Filter,attestations,Paleolithi,Neolithic,Early_Mid,Late_Chalc,Early_Bron,Middle_Bro,Late_Bronz,Iron_1,Iron_2,Iron_3,Achaemenid,Hellenisti,Roman_1,Roman_2,Roman_3,Byzantine,Abbasid,Middle_Byz,Armenian,Mamluk,Ottoman,Modern,Coordinate_1,Coordinate_2,Halaf,Uruk,Late_Chalc_1,EBA,MBA,LBA,Iron_Age,Roman,Late_Roman,Early_Isla,Middle_Isl,Early_Chal,Mid_Chalco,MBA_LBA,F1stMil_BCA,Medieval,Site_Area_Ha,Chalcolith,Second_Mil,First_Mill,Islamic,Neo,EB_I,EB_II,EB_III,F2ndMillenn,Iron,Site_No,Description,F1stHalfIA,F2ndIA,Other,Calcolithi,Early_Bron_1,Middle_Bro_1,Late_Bronz_1,First_Half,Second_Hal,PPN,LateUruk,IronAge,Archaic,Classical,Bibliography,Website,Site_Type,Paleo,Chalco,OldHittite,EarlyEmpir,LateEmpire,EarlyIron,MidIron,LateIron,Hellenisit,Early_Byz,Turkic,Lower_Pale,Mid_Paleo,PPNA,PPNB,EB,EBI,EBII,EBIII,MB,LB,IA,Early_Hell,Late_Hell,Early_Roma,Chalcoliti,EB_1,EB_2,EB3,EB_4,MB_1,MB_2,IRON_12,IRON_23,IRON_34,Helenisitc,Late_Antiq,Chalcolithic,Hellenistic,Hittite,Middle_IA,Late_Antique_Antik,Late_R,NE,Late_IA,F2nd_MIll,Early_IA,Filter,Data,New,News
1746,AA1737,French_Survey_1,Ibrahim Hüyük,,33.27910441000006,37.39872265000002,33.2791044100001 37.39872265,"LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,IronAge,Medieval,BronzeAge,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""EarlyBronzeAge"",""2"":""MiddleBronzeAge"",""3"":""LateBronzeAge"",""4"":""IronAge"",""5"":""Medieval""}",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,?,Y,Y,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, EBA, MBA, LBA, IA, Med, BA, Chalc",AnatolianAtlas2024,,"LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,IronAge,Medieval,BronzeAge,Chalcolithic"
1747,AA1738,French_Survey_1,Cinasunören,,33.55909744000007,37.37867023000007,33.5590974400001 37.3786702300001,IronAge,"{""0"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,AnatolianAtlas2024,,IronAge
1748,AA1739,French_Survey_1,Kerti Hüyük,,33.36053747000005,37.34918067000007,33.36053747 37.3491806700001,"EarlyBronzeAge,IronAge,BronzeAge","{""0"":""EarlyBronzeAge"",""1"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,26.69946547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, IA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,IronAge,BronzeAge"
1749,AA1740,French_Survey_1,Asiran Höyük (Derbe),,33.39386297000004,37.31932401000006,33.39386297 37.3193240100001,Medieval,"{""0"":""Medieval""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Med,AnatolianAtlas2024,,Medieval
1750,AA1741,French_Survey_1,Salur,,33.32842033000003,37.30327600000004,33.32842033 37.303276,Medieval,"{""0"":""Medieval""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,2.797452669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Med,AnatolianAtlas2024,,Medieval
1751,AA1742,French_Survey_1,Sirnali Höyük,,33.22167346000003,37.33711510000006,33.22167346 37.3371151000001,Medieval,"{""0"":""Medieval""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,13.9777276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Med,AnatolianAtlas2024,,Medieval
1752,AA1743,French_Survey_1,Boz Höyük I,,33.15462206000007,37.29579052000003,33.1546220600001 37.29579052,"LateChalcolithic,Chalcolithic","{""0"":""LateChalcolithic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Chalc",AnatolianAtlas2024,,"LateChalcolithic,Chalcolithic"
1753,AA1744,French_Survey_1,Davda,,33.16862396000005,37.28289265000006,33.16862396 37.2828926500001,"LateChalcolithic,Chalcolithic","{""0"":""LateChalcolithic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Chalc",AnatolianAtlas2024,,"LateChalcolithic,Chalcolithic"
1754,AA1745,French_Survey_1,Boz Höyük II,,33.25730362000007,37.28378249000008,33.2573036200001 37.2837824900001,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,
1755,AA1746,French_Survey_1,Göztepe,,33.21866359000006,37.27530787000006,33.2186635900001 37.2753078700001,"LateChalcolithic,Chalcolithic","{""0"":""LateChalcolithic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Chalc",AnatolianAtlas2024,,"LateChalcolithic,Chalcolithic"
1756,AA1747,French_Survey_1,Abdullah Höyük,,33.17650151000004,37.24651569000002,33.17650151 37.24651569,"EarlyBronzeAge,BronzeAge","{""0"":""EarlyBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,BronzeAge"
1757,AA1748,French_Survey_1,Ketence Hüyük,,33.35725253000004,37.27777454000005,33.35725253 37.2777745400001,"IronAge,Medieval","{""0"":""IronAge"",""1"":""Medieval""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA, Med",AnatolianAtlas2024,,"IronAge,Medieval"
1758,AA1749,French_Survey_1,Findikdede Höyük,,33.19008188000004,37.22544901000003,33.19008188 37.22544901,"EarlyBronzeAge,BronzeAge","{""0"":""EarlyBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,BronzeAge"
1759,AA1750,French_Survey_1,Çakilli Höyük I,,33.23404344000005,37.25531157000006,33.2340434400001 37.2553115700001,Medieval,"{""0"":""Medieval""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Med,AnatolianAtlas2024,,Medieval
1760,AA1751,French_Survey_1,Çakilli Höyük II,,33.23426086000006,37.24844244000008,33.2342608600001 37.2484424400001,Medieval,"{""0"":""Medieval""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Med,AnatolianAtlas2024,,Medieval
1761,AA1752,French_Survey_1,Bütnek Höyük,,33.25606216000006,37.23636625000006,33.2560621600001 37.2363662500001,"LateChalcolithic,Medieval,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""Medieval""}",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Med, Chalc",AnatolianAtlas2024,,"LateChalcolithic,Medieval,Chalcolithic"
1762,AA1753,French_Survey_1,Koca Höyük II,,33.128335,37.20735,33.128335 37.20735,"EarlyChalcolithic,EarlyBronzeAge,IronAge,BronzeAge,Chalcolithic","{""0"":""EarlyChalcolithic"",""1"":""EarlyBronzeAge"",""2"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,?,,,Y,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EChalc, EBA, IA, BA, Chalc",AnatolianAtlas2024,,"EarlyChalcolithic,EarlyBronzeAge,IronAge,BronzeAge,Chalcolithic"
1763,AA1754,French_Survey_1,Küçük Höyük,,33.14153515000004,37.20737715000007,33.14153515 37.2073771500001,"EarlyBronzeAge,BronzeAge","{""0"":""EarlyBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,BronzeAge"
1764,AA1755,French_Survey_1,Masara,,33.09969801000005,37.20750193000003,33.09969801 37.20750193,IronAge,"{""0"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,AnatolianAtlas2024,,IronAge
1765,AA1756,French_Survey_1,Kizil Höyük,,33.19444595000004,37.19804873000004,33.19444595 37.19804873,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,
1766,AA1757,French_Survey_1,Akyokus Höyük,,33.19975917000005,37.18213163000007,33.19975917 37.1821316300001,"LateChalcolithic,Medieval,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""Medieval""}",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Med, Chalc",AnatolianAtlas2024,,"LateChalcolithic,Medieval,Chalcolithic"
1767,AA1758,French_Survey_1,Haciosman Höyük,,33.23331259000003,37.20157793000004,33.23331259 37.20157793,IronAge,"{""0"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,AnatolianAtlas2024,,IronAge
1768,AA1759,French_Survey_1,Kirkkilise Höyük,,33.24097460000007,37.22016545000002,33.2409746000001 37.22016545,Medieval,"{""0"":""Medieval""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Med,AnatolianAtlas2024,,Medieval
1769,AA1760,French_Survey_1,Çardagin Höyük,,33.26347602000004,37.21594382000006,33.26347602 37.2159438200001,IronAge,"{""0"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,AnatolianAtlas2024,,IronAge
1770,AA1761,French_Survey_1,Iprasehri Höyük,,33.23035525000006,37.23489523000006,33.2303552500001 37.2348952300001,Medieval,"{""0"":""Medieval""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Med,AnatolianAtlas2024,,Medieval
1771,AA1762,French_Survey_1,Çavus Höyük,,33.28664577000006,37.23509651000006,33.2866457700001 37.2350965100001,IronAge,"{""0"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,AnatolianAtlas2024,,IronAge
1772,AA1763,French_Survey_1,Kocaköy Höyük,,33.26478870000005,37.26495693000004,33.2647887 37.26495693,Medieval,"{""0"":""Medieval""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Med,AnatolianAtlas2024,,Medieval
1773,AA1764,French_Survey_1,Sazlikaya-Karhane Höyük,,33.28475210000005,37.26938434000004,33.2847521 37.26938434,IronAge,"{""0"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,AnatolianAtlas2024,,IronAge
1774,AA1765,French_Survey_1,Güdümen II,,33.29863074000008,37.25879265000003,33.2986307400001 37.25879265,"LateChalcolithic,Chalcolithic","{""0"":""LateChalcolithic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Chalc",AnatolianAtlas2024,,"LateChalcolithic,Chalcolithic"
1775,AA1766,French_Survey_1,Güdümen I,,33.29661049000003,37.25742645000003,33.29661049 37.25742645,Medieval,"{""0"":""Medieval""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Med,AnatolianAtlas2024,,Medieval
1776,AA1767,French_Survey_1,Canhasan II,,33.33130936000003,37.26305138000004,33.33130936 37.26305138,IronAge,"{""0"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,0.823640311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,AnatolianAtlas2024,,IronAge
1777,AA1768,French_Survey_1,Canhasan I,,33.32861635000006,37.26462350000003,33.3286163500001 37.2646235,"EarlyChalcolithic,MiddleChalcolithic,LateChalcolithic,IronAge,Chalcolithic","{""0"":""EarlyChalcolithic"",""1"":""MiddleChalcolithic"",""2"":""LateChalcolithic"",""3"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,Y,,Y,,8.449452664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EChalc, MChalc, LChalc, IA, Chalc",AnatolianAtlas2024,,"EarlyChalcolithic,MiddleChalcolithic,LateChalcolithic,IronAge,Chalcolithic"
1778,AA1769,French_Survey_1,Canahsan III,,33.32526454000003,37.26543987000008,33.32526454 37.2654398700001,Neolithic,"{""0"":""Neolithic""}",,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neo,AnatolianAtlas2024,,Neolithic
1779,AA1770,French_Survey_1,Pamukçu-Hatip,,32.42944669000008,37.71616279000006,32.4294466900001 37.7161627900001,"EarlyBronzeAge,BronzeAge","{""0"":""EarlyBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,BronzeAge"
1780,AA1771,French_Survey_1,Bayat,,32.42347214000006,37.67724527000007,32.4234721400001 37.6772452700001,"LateChalcolithic,EarlyBronzeAge,BronzeAge,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""EarlyBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,?,Y,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, EBA, BA, Chalc",AnatolianAtlas2024,,"LateChalcolithic,EarlyBronzeAge,BronzeAge,Chalcolithic"
1781,AA1772,French_Survey_1,Boyali-Hatip,,32.48585952000008,37.68039547000006,32.4858595200001 37.6803954700001,"EarlyBronzeAge,BronzeAge","{""0"":""EarlyBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,BronzeAge"
1782,AA1773,French_Survey_1,Direyuk Hüyük,,32.57513672000005,37.63234077000004,32.5751367200001 37.63234077,"EarlyBronzeAge,BronzeAge","{""0"":""EarlyBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,0.874457027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,BronzeAge"
1783,AA1774,French_Survey_1,Çumra Höyük X,,32.69658695000004,37.64435231000004,32.69658695 37.64435231,IronAge,"{""0"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,AnatolianAtlas2024,,IronAge
1784,AA1775,French_Survey_1,Çumra Höyük XI,,32.67475853000008,37.65715594000005,32.6747585300001 37.6571559400001,IronAge,"{""0"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,AnatolianAtlas2024,,IronAge
1785,AA1776,French_Survey_1,Çumra Höyük F,,32.75620484000007,37.58760450000005,32.7562048400001 37.5876045,"MiddleChalcolithic,LateChalcolithic,Chalcolithic","{""0"":""MiddleChalcolithic"",""1"":""LateChalcolithic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,?,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MChalc, LChalc, Chalc",AnatolianAtlas2024,,"MiddleChalcolithic,LateChalcolithic,Chalcolithic"
1786,AA1777,French_Survey_1,Dana Höyük,,32.69084050000004,37.60044435000003,32.6908405 37.60044435,IronAge,"{""0"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,2.246079419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,AnatolianAtlas2024,,IronAge
1787,AA1778,French_Survey_1,Dedeli Höyük II,,32.78714428000006,37.62708092000003,32.7871442800001 37.62708092,IronAge,"{""0"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,AnatolianAtlas2024,,IronAge
1788,AA1779,French_Survey_1,Çumra Mezarlik,,32.74407267000004,37.55680938000006,32.74407267 37.5568093800001,"EarlyBronzeAge,BronzeAge","{""0"":""EarlyBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,BronzeAge"
1789,AA1780,French_Survey_1,Kepirçe Höyük I,,32.72026013000004,37.55589148000007,32.72026013 37.5558914800001,"LateChalcolithic,EarlyBronzeAge,BronzeAge,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""EarlyBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, EBA, BA, Chalc",AnatolianAtlas2024,,"LateChalcolithic,EarlyBronzeAge,BronzeAge,Chalcolithic"
1790,AA1781,French_Survey_1,Kepirçe Höyük II,,32.71989637000007,37.55165972000003,32.7198963700001 37.55165972,"LateChalcolithic,EarlyBronzeAge,BronzeAge,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""EarlyBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, EBA, BA, Chalc",AnatolianAtlas2024,,"LateChalcolithic,EarlyBronzeAge,BronzeAge,Chalcolithic"
1791,AA1782,French_Survey_1,Çumra Höyük East,,32.76061273000005,37.54484852000007,32.76061273 37.5448485200001,"EarlyBronzeAge,BronzeAge","{""0"":""EarlyBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,BronzeAge"
1792,AA1783,French_Survey_1,Hüyük N of Çumra C,,32.76505794000008,37.57620982000003,32.7650579400001 37.57620982,"EarlyBronzeAge,BronzeAge","{""0"":""EarlyBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,BronzeAge"
1793,AA1281,French_Survey_1,Sircali Höyük,,32.742824,37.57135,32.742824 37.57135,"EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,BronzeAge","{""0"":""EarlyBronzeAge"",""1"":""MiddleBronzeAge"",""2"":""LateBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,25.37796361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, MBA, LBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,BronzeAge"
1794,AA1784,French_Survey_1,Sarihasantolu Höyük (Çumra B),,32.78426134000006,37.58783677000002,32.7842613400001 37.58783677,"LateChalcolithic,Chalcolithic","{""0"":""LateChalcolithic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Chalc",AnatolianAtlas2024,,"LateChalcolithic,Chalcolithic"
1795,AA1219,French_Survey_1,Alibey Höyük II,,32.66583,37.535322,32.66583 37.535322,"EarlyBronzeAge,IronAge,BronzeAge","{""0"":""EarlyBronzeAge"",""1"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,4.492512418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, IA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,IronAge,BronzeAge"
1796,AA1785,French_Survey_1,Batum,,32.72164485000008,37.51336501000003,32.7216448500001 37.51336501,"LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,BronzeAge,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""EarlyBronzeAge"",""2"":""MiddleBronzeAge"",""3"":""LateBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,?,?,,,,,,,,,,Y,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, EBA, MBA, LBA, BA, Chalc",AnatolianAtlas2024,,"LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,BronzeAge,Chalcolithic"
