OBJECTID,Survey,Name,Alternate,X,Y,Coordinate,attestations4Filter,attestations,Paleolithi,Neolithic,Early_Mid,Late_Chalc,Early_Bron,Middle_Bro,Late_Bronz,Iron_1,Iron_2,Iron_3,Achaemenid,Hellenisti,Roman_1,Roman_2,Roman_3,Byzantine,Abbasid,Middle_Byz,Armenian,Mamluk,Ottoman,Modern,Coordinate_1,Coordinate_2,Halaf,Uruk,Late_Chalc_1,EBA,MBA,LBA,Iron_Age,Roman,Late_Roman,Early_Isla,Middle_Isl,Early_Chal,Mid_Chalco,MBA_LBA,F1stMil_BCA,Medieval,Site_Area_Ha,Chalcolith,Second_Mil,First_Mill,Islamic,Neo,EB_I,EB_II,EB_III,F2ndMillenn,Iron,Site_No,Description,F1stHalfIA,F2ndIA,Other,Calcolithi,Early_Bron_1,Middle_Bro_1,Late_Bronz_1,First_Half,Second_Hal,PPN,LateUruk,IronAge,Archaic,Classical,Bibliography,Website,Site_Type,Paleo,Chalco,OldHittite,EarlyEmpir,LateEmpire,EarlyIron,MidIron,LateIron,Hellenisit,Early_Byz,Turkic,Lower_Pale,Mid_Paleo,PPNA,PPNB,EB,EBI,EBII,EBIII,MB,LB,IA,Early_Hell,Late_Hell,Early_Roma,Chalcoliti,EB_1,EB_2,EB3,EB_4,MB_1,MB_2,IRON_12,IRON_23,IRON_34,Helenisitc,Late_Antiq,Chalcolithic,Hellenistic,Hittite,Middle_IA,Late_Antique_Antik,Late_R,NE,Late_IA,F2nd_MIll,Early_IA,Filter,Data,New,News,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,nodegoat_ID,Pleiades_Link,DAI_Gazetteer_Link,ToposText_Link,Original_Periods,Publications
38,Bahar_Konya_Karaman_2000-2012,Karacayüg,,32.89389053200006,37.73352980000004,32.8938905320001 37.729775079,"Neolithic,LateChalcolithic,Classical,EarlyRoman,Chalcolithic","{""0"":""Neolithic"",""1"":""LateChalcolithic"",""2"":""Classical"",""3"":""EarlyRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, LChalc, Class, ERom, Chalc",AnatolianAtlas2024,,"Neolithic,LateChalcolithic,Classical,EarlyRoman,Chalcolithic",,,,,,,,,,,,,,
39,Bahar_Konya_Karaman_2000-2012,Bilceli Höyük,,32.79080892000007,37.75387223000007,32.7908089200001 37.7538722300001,"Classical,Hellenistic,LateRoman","{""0"":""Classical"",""1"":""Hellenistic"",""2"":""LateRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class, Hel, LRom",AnatolianAtlas2024,,"Classical,Hellenistic,LateRoman",,,,,,,,,,,,,,
40,Bahar_Konya_Karaman_2000-2012,Alibeyhöyügü,,32.66583030000004,37.53532214500007,32.6658303 37.5353221450001,"EarlyBronzeAge,BronzeAge",{"0":"EarlyBronzeAge"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,BronzeAge",,,,,,,,,,,,,,
41,Bahar_Konya_Karaman_2000-2012,Timras Höyük,,32.71780922000005,37.48991278000005,32.71780922 37.48991278,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,,,,,,,,,,,,,,
42,Bahar_Konya_Karaman_2000-2012,Kisikyayla Höyük,,32.66615192400008,37.46386913100002,32.6661519240001 37.463869131,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,,,,,,,,,,,,,,
43,Bahar_Konya_Karaman_2000-2012,Balcikhisar Höyük,,32.65377329900008,37.43298092800006,32.6537732990001 37.4329809280001,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,,,,,,,,,,,,,,
44,Bahar_Konya_Karaman_2000-2012,Alkaran Höyük,,32.65633025000005,37.40448881200007,32.6563302500001 37.4044888120001,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,,,,,,,,,,,,,,
45,Bahar_Konya_Karaman_2000-2012,Dineksaray Höyük,,32.60630346,37.38570215900006,32.606303457 37.3857021590001,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,,,,,,,,,,,,,,
46,Bahar_Konya_Karaman_2000-2012,Çicek Höyük,,32.574116,37.288113,32.574116 37.288113,"Paleolithic,Neolithic,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,AssyrianTradeColony,NewEmpire,LateIronAge,Ottoman,BronzeAge,Chalcolithic,IronAge","{""0"":""Paleolithic"",""1"":""Neolithic"",""2"":""LateChalcolithic"",""3"":""EarlyBronzeAge"",""4"":""MiddleBronzeAge"",""5"":""LateBronzeAge"",""6"":""AssyrianTradeColony"",""7"":""NewEmpire"",""8"":""LateIronAge"",""9"":""Ottoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paleo, Neo, LChalc, EBA, MBA, LBA, ATC, NEmp, LIA, Ott, BA, Chalc, IA",AnatolianAtlas2024,,"Paleolithic,Neolithic,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,AssyrianTradeColony,NewEmpire,LateIronAge,Ottoman,BronzeAge,Chalcolithic,IronAge",,,,,,,,,,,,,,
47,Bahar_Konya_Karaman_2000-2012,Demiroluk (Kindiras),,32.22996062900006,38.16489875400003,32.2299606290001 38.164898754,"Hellenistic,LateRoman,Roman,Classical","{""0"":""Hellenistic"",""1"":""LateRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, LRom, Class, Rom",AnatolianAtlas2024,,"Hellenistic,LateRoman,Roman,Classical",,,,,,,,,,,,,,
48,Bahar_Konya_Karaman_2000-2012,Kestel Kalesi,,32.26872121700006,38.12970655000004,32.2687212170001 38.12970655,"Hellenistic,LateRoman,Roman,Classical","{""0"":""Hellenistic"",""1"":""LateRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, LRom, Class, Rom",AnatolianAtlas2024,,"Hellenistic,LateRoman,Roman,Classical",,,,,,,,,,,,,,
49,Bahar_Konya_Karaman_2000-2012,Belören Höyük,,32.54535622000003,37.19429333400006,32.54535622 37.1942933340001,"LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,AssyrianTradeColony,NewEmpire,LateIronAge,BronzeAge,Chalcolithic,IronAge","{""0"":""LateChalcolithic"",""1"":""EarlyBronzeAge"",""2"":""MiddleBronzeAge"",""3"":""LateBronzeAge"",""4"":""AssyrianTradeColony"",""5"":""NewEmpire"",""6"":""LateIronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, EBA, MBA, LBA, ATC, NEmp, LIA, BA, Chalc, IA",AnatolianAtlas2024,,"LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,AssyrianTradeColony,NewEmpire,LateIronAge,BronzeAge,Chalcolithic,IronAge",,,,,,,,,,,,,,
50,Bahar_Konya_Karaman_2000-2012,Kayacik Höyük,,32.09203383700003,37.26668082700007,32.092033837 37.2666808270001,"Paleolithic,Neolithic,Classical,Hellenistic,LateRoman,Ottoman,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,AssyrianTradeColony,NewEmpire,Archaic,IronAge,BronzeAge,Chalcolithic","{""0"":""Paleolithic"",""1"":""Neolithic"",""2"":""LateChalcolithic"",""3"":""EarlyBronzeAge"",""4"":""MiddleBronzeAge"",""5"":""LateBronzeAge"",""6"":""AssyrianTradeColony"",""7"":""NewEmpire"",""8"":""Archaic"",""9"":""IronAge"",""10"":""Classical"",""11"":""Hellenistic"",""12"":""LateRoman"",""13"":""Ottoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paleo, Neo, Class, Hel, LRom, Ott, LChalc, EBA, MBA, LBA, ATC, NEmp, Arch, IA, BA, Chalc",AnatolianAtlas2024,,"Paleolithic,Neolithic,Classical,Hellenistic,LateRoman,Ottoman,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,AssyrianTradeColony,NewEmpire,Archaic,IronAge,BronzeAge,Chalcolithic",,,,,,,,,,,,,,
51,Bahar_Konya_Karaman_2000-2012,Yelmez Köyü Sungur Mevkii,,32.61074369200003,37.02679532400003,32.610743692 37.026795324,Hellenistic,{"0":"Hellenistic"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, Class",AnatolianAtlas2024,,Hellenistic,,,,,,,,,,,,,,
52,Bahar_Konya_Karaman_2000-2012,Hatunsaray-Zoldura Höyük,,32.338505,37.601644,32.338505 37.601644,"LateChalcolithic,Ottoman,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""Ottoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Ott, Chalc",AnatolianAtlas2024,,"LateChalcolithic,Ottoman,Chalcolithic",,,,,,,,,,,,,,
53,Bahar_Konya_Karaman_2000-2012,Hatunsaray Höyük,,32.33968233100006,37.57992891100002,32.3396823310001 37.579928911,"LateIronAge,IronAge",{"0":"LateIronAge"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LIA, IA",AnatolianAtlas2024,,"LateIronAge,IronAge",,,,,,,,,,,,,,
54,Bahar_Konya_Karaman_2000-2012,Cingiltepe,,31.49330514000007,38.42609753100004,31.4933051400001 38.426097531,"EarlyBronzeAge,BronzeAge",{"0":"EarlyBronzeAge"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,BronzeAge",,,,,,,,,,,,,,
55,Bahar_Konya_Karaman_2000-2012,Sivritepe (Sivricik) Höyük,,31.44629091600007,38.42129465900007,31.4462909160001 38.4212946590001,"LateChalcolithic,Classical,Hellenistic,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""Classical"",""2"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Class, Hel, Chalc",AnatolianAtlas2024,,"LateChalcolithic,Classical,Hellenistic,Chalcolithic",,,,,,,,,,,,,,
56,Bahar_Konya_Karaman_2000-2012,Karahöyük Kasabasi Yug Tepesi,,31.50869917500006,38.36924318400003,31.5086991750001 38.369243184,"LateChalcolithic,Chalcolithic",{"0":"LateChalcolithic"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Chalc",AnatolianAtlas2024,,"LateChalcolithic,Chalcolithic",,,,,,,,,,,,,,
57,Bahar_Konya_Karaman_2000-2012,Delihasan Höyük,,31.56012419900003,38.32395296400006,31.560124199 38.3239529640001,"LateChalcolithic,Classical,Hellenistic,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""Classical"",""2"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Class, Hel, Chalc",AnatolianAtlas2024,,"LateChalcolithic,Classical,Hellenistic,Chalcolithic",,,,,,,,,,,,,,
58,Bahar_Konya_Karaman_2000-2012,Akaid (Üçhöyük),,31.53461243600003,38.28884348600008,31.534612436 38.2888434860001,"LateChalcolithic,Hellenistic,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Hel, Chalc, Class",AnatolianAtlas2024,,"LateChalcolithic,Hellenistic,Chalcolithic",,,,,,,,,,,,,,
59,Bahar_Konya_Karaman_2000-2012,Ortaca Höyük,,31.59634268000008,38.27814142100004,31.5963426800001 38.278141421,"Abbasid,Ottoman,Islamic,Medieval","{""0"":""Abbasid"",""1"":""Ottoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abbas, Ott, Islam, Med",AnatolianAtlas2024,,"Abbasid,Ottoman,Islamic,Medieval",,,,,,,,,,,,,,
60,Bahar_Konya_Karaman_2000-2012,Ortaca Yörük Mezari,,31.59943501700008,38.28279198200005,31.5994350170001 38.282791982,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,,,,,,,,,,,,,,
61,Bahar_Konya_Karaman_2000-2012,Seker Höyük,,32.01180907500003,38.29402892900004,32.011809075 38.294028929,"Hellenistic,LateRoman,Roman,Classical","{""0"":""Hellenistic"",""1"":""LateRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, LRom, Class, Rom",AnatolianAtlas2024,,"Hellenistic,LateRoman,Roman,Classical",,,,,,,,,,,,,,
62,Bahar_Konya_Karaman_2000-2012,Sehristan  Höyügü,,32.72562562400003,37.85079653900004,32.725625624 37.850796539,"EarlyRoman,Roman,Classical",{"0":"EarlyRoman"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, Rom, Class",AnatolianAtlas2024,,"EarlyRoman,Roman,Classical",,,,,,,,,,,,,,
63,Bahar_Konya_Karaman_2000-2012,Kilise Höyük,,32.77915425500004,37.88065338000007,32.779154255 37.8806533800001,"Hellenistic,LateAntiquity,Medieval","{""0"":""Hellenistic"",""1"":""LateAntiquity""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, LAntiq, Class, Med",AnatolianAtlas2024,,"Hellenistic,LateAntiquity,Medieval",,,,,,,,,,,,,,
64,Bahar_Konya_Karaman_2000-2012,Hayiroglu Karacaören Höyügü,,32.89362046600007,37.72980763600003,32.8936204660001 37.729807636,"Classical,Hellenistic","{""0"":""Classical"",""1"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class, Hel",AnatolianAtlas2024,,"Classical,Hellenistic",,,,,,,,,,,,,,
65,Bahar_Konya_Karaman_2000-2012,Kizil Höyük,,32.83494837,37.72968828,32.834948368 37.7296882850001,"Neolithic,LateChalcolithic,EarlyBronzeAge,NewEmpire,Hellenistic,LateRoman,BronzeAge,LateBronzeAge,Chalcolithic,Roman,Classical","{""0"":""Neolithic"",""1"":""LateChalcolithic"",""2"":""EarlyBronzeAge"",""3"":""NewEmpire"",""4"":""Hellenistic"",""5"":""LateRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, LChalc, EBA, NEmp, Hel, LRom, BA, LBA, Chalc, Class, Rom",AnatolianAtlas2024,,"Neolithic,LateChalcolithic,EarlyBronzeAge,NewEmpire,Hellenistic,LateRoman,BronzeAge,LateBronzeAge,Chalcolithic,Roman,Classical",,,,,,,,,,,,,,
66,Bahar_Konya_Karaman_2000-2012,Karaca Höyük,,32.79848546600005,37.72775816900003,32.7984854660001 37.727758169,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,,,,,,,,,,,,,,
67,Bahar_Konya_Karaman_2000-2012,Satir Köyü-Biyikli Yug,,32.78143925600006,37.79203838100005,32.7814392560001 37.792038381,"EarlyRoman,LateAntiquity,Roman,Classical,Medieval","{""0"":""EarlyRoman"",""1"":""LateAntiquity""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, LAntiq, Rom, Class, Med",AnatolianAtlas2024,,"EarlyRoman,LateAntiquity,Roman,Classical,Medieval",,,,,,,,,,,,,,
68,Bahar_Konya_Karaman_2000-2012,Karakaya Yug Höyügü,,32.875502,37.898509,32.875502 37.898509,"IronAge,Classical,Hellenistic,Ottoman","{""0"":""IronAge"",""1"":""Classical"",""2"":""Hellenistic"",""3"":""Ottoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA, Class, Hel, Ott",AnatolianAtlas2024,,"IronAge,Classical,Hellenistic,Ottoman",,,,,,,,,,,,,,
69,Bahar_Konya_Karaman_2000-2012,Göçü Köyü Sariserçe Höyügü,,32.92147620400004,37.83075227200004,32.921476204 37.830752272,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,,,,,,,,,,,,,,
70,Bahar_Konya_Karaman_2000-2012,Dedemoglu Kurt Dede Tekke Yügü,,32.77012290500005,37.70337095300005,32.7701229050001 37.703370953,"LateChalcolithic,NewEmpire,Classical,Hellenistic,LateBronzeAge,BronzeAge,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""NewEmpire"",""2"":""Classical"",""3"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, NEmp, Class, Hel, LBA, BA, Chalc",AnatolianAtlas2024,,"LateChalcolithic,NewEmpire,Classical,Hellenistic,LateBronzeAge,BronzeAge,Chalcolithic",,,,,,,,,,,,,,
71,Bahar_Konya_Karaman_2000-2012,Karatas Yügü,,32.77297664000002,37.66115130000003,32.77297664 37.6611513,"Neolithic,LateChalcolithic,Classical,Hellenistic,Chalcolithic","{""0"":""Neolithic"",""1"":""LateChalcolithic"",""2"":""Classical"",""3"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, LChalc, Class, Hel, Chalc",AnatolianAtlas2024,,"Neolithic,LateChalcolithic,Classical,Hellenistic,Chalcolithic",,,,,,,,,,,,,,
72,Bahar_Konya_Karaman_2000-2012,Sirçali Höyük,,32.742824,37.57135,32.742824 37.57135,"EarlyBronzeAge,BronzeAge",{"0":"EarlyBronzeAge"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,BronzeAge",,,,,,,,,,,,,,
73,Bahar_Konya_Karaman_2000-2012,Hisar Höyük,,32.95430947000006,37.22767935000007,32.9543094700001 37.2276793500001,"LateChalcolithic,Hellenistic,LateAntiquity,Chalcolithic,Medieval","{""0"":""LateChalcolithic"",""1"":""Hellenistic"",""2"":""LateAntiquity""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Hel, LAntiq, Chalc, Class, Med",AnatolianAtlas2024,,"LateChalcolithic,Hellenistic,LateAntiquity,Chalcolithic,Medieval",,,,,,,,,,,,,,
74,Bahar_Konya_Karaman_2000-2012,Yollarbasi (Ilisera) Kasabasi,,33.02709160300003,37.19793443900005,33.027091603 37.1979344390001,"LateChalcolithic,NewEmpire,Classical,Hellenistic,LateRoman,LateBronzeAge,BronzeAge,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""NewEmpire"",""2"":""Classical"",""3"":""Hellenistic"",""4"":""LateRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, NEmp, Class, Hel, LRom, LBA, BA, Chalc",AnatolianAtlas2024,,"LateChalcolithic,NewEmpire,Classical,Hellenistic,LateRoman,LateBronzeAge,BronzeAge,Chalcolithic",,,,,,,,,,,,,,
75,Bahar_Konya_Karaman_2000-2012,Yügceyiz Höyük,,33.03147751100005,37.19794520900007,33.031477511 37.1979452090001,"LateChalcolithic,Hellenistic,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Hel, Chalc, Class",AnatolianAtlas2024,,"LateChalcolithic,Hellenistic,Chalcolithic",,,,,,,,,,,,,,
76,Bahar_Konya_Karaman_2000-2012,Düdügümün Yügceyiz Höyük,,33.03676047300007,37.21598099600004,33.0367604730001 37.215980996,"Neolithic,LateChalcolithic,Hellenistic,Chalcolithic","{""0"":""Neolithic"",""1"":""LateChalcolithic"",""2"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, LChalc, Hel, Chalc, Class",AnatolianAtlas2024,,"Neolithic,LateChalcolithic,Hellenistic,Chalcolithic",,,,,,,,,,,,,,
77,Bahar_Konya_Karaman_2000-2012,Eski Sehir Antik Yolu,,33.07339567600008,37.20702057400007,33.0733956760001 37.2070205740001,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,,,,,,,,,,,,,,
78,Bahar_Konya_Karaman_2000-2012,Timurun Dami,,31.59255677800007,37.87971755100006,31.5925567780001 37.8797175510001,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,,,,,,,,,,,,,,
79,Bahar_Konya_Karaman_2000-2012,Çukurkent,,31.64502524600005,37.85913215800008,31.645025246 37.8591321580001,"Paleolithic,EarlyBronzeAge,BronzeAge","{""0"":""Paleolithic"",""1"":""EarlyBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paleo, EBA, BA",AnatolianAtlas2024,,"Paleolithic,EarlyBronzeAge,BronzeAge",,,,,,,,,,,,,,
