OBJECTID,Survey,Name,Alternate,X,Y,Coordinate,attestations4Filter,attestations,Paleolithi,Neolithic,Early_Mid,Late_Chalc,Early_Bron,Middle_Bro,Late_Bronz,Iron_1,Iron_2,Iron_3,Achaemenid,Hellenisti,Roman_1,Roman_2,Roman_3,Byzantine,Abbasid,Middle_Byz,Armenian,Mamluk,Ottoman,Modern,Coordinate_1,Coordinate_2,Halaf,Uruk,Late_Chalc_1,EBA,MBA,LBA,Iron_Age,Roman,Late_Roman,Early_Isla,Middle_Isl,Early_Chal,Mid_Chalco,MBA_LBA,F1stMil_BCA,Medieval,Site_Area_Ha,Chalcolith,Second_Mil,First_Mill,Islamic,Neo,EB_I,EB_II,EB_III,F2ndMillenn,Iron,Site_No,Description,F1stHalfIA,F2ndIA,Other,Calcolithi,Early_Bron_1,Middle_Bro_1,Late_Bronz_1,First_Half,Second_Hal,PPN,LateUruk,IronAge,Archaic,Classical,Bibliography,Website,Site_Type,Paleo,Chalco,OldHittite,EarlyEmpir,LateEmpire,EarlyIron,MidIron,LateIron,Hellenisit,Early_Byz,Turkic,Lower_Pale,Mid_Paleo,PPNA,PPNB,EB,EBI,EBII,EBIII,MB,LB,IA,Early_Hell,Late_Hell,Early_Roma,Chalcoliti,EB_1,EB_2,EB3,EB_4,MB_1,MB_2,IRON_12,IRON_23,IRON_34,Helenisitc,Late_Antiq,Chalcolithic,Hellenistic,Hittite,Middle_IA,Late_Antique_Antik,Late_R,NE,Late_IA,F2nd_MIll,Early_IA,Filter,Data,New,News,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,nodegoat_ID,Pleiades_Link,DAI_Gazetteer_Link,ToposText_Link,Original_Periods,Publications
3015,Yukich 2013,,,37.51816716700006,36.18333775100007,37.5181671670001 36.1833377510001,"EarlyIslamic,Islamic,Medieval",{"0":"EarlyIslamic"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,0.2,,,,,,,,,,,JP 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EIslam, Islam, Med",AnatolianAtlas2024,,"EarlyIslamic,Islamic,Medieval",,,,,,,,,,,,,,
3016,Project Paphlagonia,PS97.081,,32.87027028000006,40.73532667000006,32.8702702800001 40.7353266700001,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
3017,Yukich 2013,,,37.55516629300007,36.22083177600007,37.5551662930001 36.2208317760001,"EarlyRoman,LateAntiquity,EarlyIslamic,Roman,Classical,Islamic,Medieval","{""0"":""EarlyRoman"",""1"":""LateAntiquity"",""2"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,Y,,,,,,,0.68,,,,,,,,,,,JP 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,"ERom, LAntiq, EIslam, Rom, Class, Islam, Med",AnatolianAtlas2024,,"EarlyRoman,LateAntiquity,EarlyIslamic,Roman,Classical,Islamic,Medieval",,,,,,,,,,,,,,
3018,Project Paphlagonia,PS97.082,,32.89508882000007,40.72770212000006,32.8950888200001 40.7277021200001,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rock-cut habitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,,,,,,,,,,,,,,
3019,Yukich 2013,Massah?in (?),,37.53866706500003,36.25999854200006,37.538667065 36.2599985420001,"EarlyRoman,LateAntiquity,EarlyIslamic,Roman,Classical,Islamic,Medieval","{""0"":""EarlyRoman"",""1"":""LateAntiquity"",""2"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,?,,,,,,,0.55,,,,,,,,,,,JP 82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,"ERom, LAntiq, EIslam, Rom, Class, Islam, Med",AnatolianAtlas2024,,"EarlyRoman,LateAntiquity,EarlyIslamic,Roman,Classical,Islamic,Medieval",,,,,,,,,,,,,,
3020,Project Paphlagonia,PS97.083,,32.98846954000004,40.78934794000003,32.98846954 40.78934794,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rock-cut tomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,,,,,,,,,,,,,,
3021,Yukich 2013,al-Birij,,37.54283363200005,36.27633886800004,37.542833632 36.276338868,"EarlyBronzeAgeIV,MiddleBronzeAgeI,EarlyBronzeAge,BronzeAge,MiddleBronzeAge","{""0"":""EarlyBronzeAgeIV"",""1"":""MiddleBronzeAgeI""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,JP 83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor,,,,Trace,,,,,,,,,,Trace,Slight trace,,,,,,,,,,,,,,,,,"EBAIV, MBAI, EBA, BA, MBA",AnatolianAtlas2024,,"EarlyBronzeAgeIV,MiddleBronzeAgeI,EarlyBronzeAge,BronzeAge,MiddleBronzeAge",,,,,,,,,,,,,,
3022,Project Paphlagonia,PS97.084,,32.99280205000008,40.79598966000003,32.9928020500001 40.79598966,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,settlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,,,,,,,,,,,,,,
3023,Yukich 2013,Tall Taban,,37.54516657600004,36.27817020600003,37.545166576 36.278170206,"LateChalcolithic,LateAntiquity,EarlyIslamic,Chalcolithic,Islamic,Medieval","{""0"":""LateChalcolithic"",""1"":""LateAntiquity"",""2"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,?,,,,,,,0.33,,,,,,,,,,,JP 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,"LChalc, LAntiq, EIslam, Chalc, Islam, Med",AnatolianAtlas2024,,"LateChalcolithic,LateAntiquity,EarlyIslamic,Chalcolithic,Islamic,Medieval",,,,,,,,,,,,,,
3024,Project Paphlagonia,PS97.085,,33.05170027000003,40.74585246000004,33.05170027 40.74585246,"LateRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""LateRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fortified hilltop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LRom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"LateRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
3025,Yukich 2013,,,37.54433315900008,36.28383928600005,37.5443331590001 36.2838392860001,"EarlyRoman,LateAntiquity,Roman,Classical,Medieval","{""0"":""EarlyRoman"",""1"":""LateAntiquity""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,0,,,,,,,,,,,JP 85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,"ERom, LAntiq, Rom, Class, Med",AnatolianAtlas2024,,"EarlyRoman,LateAntiquity,Roman,Classical,Medieval",,,,,,,,,,,,,,
3026,Project Paphlagonia,PS97.086,,32.61517860000004,40.83751197000004,32.6151786 40.83751197,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
3027,Yukich 2013,Birat al-Bab,,37.52616613300006,36.31533906500005,37.5261661330001 36.3153390650001,"EarlyBronzeAgeIV,EarlyRoman,LateAntiquity,EarlyIslamic,EarlyBronzeAge,BronzeAge,Roman,Classical,Islamic,Medieval","{""0"":""EarlyBronzeAgeIV"",""1"":""EarlyRoman"",""2"":""LateAntiquity"",""3"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,0,,,,,,,,,,,JP 86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor,,,,,,,,,,,,,,Trace,,,,,,,?,,,,,,,,,,,"EBAIV, ERom, LAntiq, EIslam, EBA, BA, Rom, Class, Islam, Med",AnatolianAtlas2024,,"EarlyBronzeAgeIV,EarlyRoman,LateAntiquity,EarlyIslamic,EarlyBronzeAge,BronzeAge,Roman,Classical,Islamic,Medieval",,,,,,,,,,,,,,
3028,Project Paphlagonia,PS97.087,,32.64444855000005,40.84364114000005,32.64444855 40.8436411400001,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
3029,Yukich 2013,,,37.52233330700005,36.31716676800005,37.5223333070001 36.317166768,"EarlyRoman,LateAntiquity,Roman,Classical,Medieval","{""0"":""EarlyRoman"",""1"":""LateAntiquity""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,0,,,,,,,,,,,JP 87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,"ERom, LAntiq, Rom, Class, Med",AnatolianAtlas2024,,"EarlyRoman,LateAntiquity,Roman,Classical,Medieval",,,,,,,,,,,,,,
3030,Project Paphlagonia,PS97.088,,33.02368085000006,40.79854467000007,33.0236808500001 40.7985446700001,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
3031,Yukich 2013,Tall But?nan,,37.53939850300003,36.39561705800003,37.539398503 36.395617058,"EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,IronAge,EarlyRoman,EarlyIslamic,BronzeAge,Roman,Classical,Islamic,Medieval","{""0"":""EarlyBronzeAge"",""1"":""MiddleBronzeAge"",""2"":""LateBronzeAge"",""3"":""IronAge"",""4"":""EarlyRoman"",""5"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,4.88,,,,,,,,,,,JP 88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, MBA, LBA, IA, ERom, EIslam, BA, Rom, Class, Islam, Med",AnatolianAtlas2024,,"EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,IronAge,EarlyRoman,EarlyIslamic,BronzeAge,Roman,Classical,Islamic,Medieval",,,,,,,,,,,,,,
3032,Project Paphlagonia,PS97.089,,33.63323575000004,40.93909359000003,33.63323575 40.93909359,"EarlyRoman,MiddleByzantine,Turkic,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine"",""2"":""Turkic""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,settlement,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Turk, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Turkic,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
3033,Yukich 2013,,,37.52816636700004,36.32749731700005,37.528166367 36.3274973170001,"LateAntiquity,EarlyIslamic,Islamic,Medieval","{""0"":""LateAntiquity"",""1"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,0,,,,,,,,,,,JP 89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,"LAntiq, EIslam, Islam, Med",AnatolianAtlas2024,,"LateAntiquity,EarlyIslamic,Islamic,Medieval",,,,,,,,,,,,,,
3034,Project Paphlagonia,PS97.089a,,33.63359809000008,40.93905022000007,33.6335980900001 40.9390502200001,"EarlyRoman,MiddleByzantine,Turkic,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine"",""2"":""Turkic""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Turk, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Turkic,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
3035,Yukich 2013,Mazra?at al-Lala,,37.77133351800006,36.14116507900007,37.7713335180001 36.1411650790001,"EarlyBronzeAgeIV,LateAntiquity,EarlyBronzeAge,BronzeAge,Medieval","{""0"":""EarlyBronzeAgeIV"",""1"":""LateAntiquity""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,JP 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor,,,,,,,,,,,,,,Trace,,,,,,,?,,,,,,,,,,,"EBAIV, LAntiq, EBA, BA, Med",AnatolianAtlas2024,,"EarlyBronzeAgeIV,LateAntiquity,EarlyBronzeAge,BronzeAge,Medieval",,,,,,,,,,,,,,
3036,Project Paphlagonia,PS97.090,,32.51368526000005,40.95091021000007,32.5136852600001 40.9509102100001,"Turkic,Medieval",{"0":"Turkic"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hamam,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turk, Med",AnatolianAtlas2024,,"Turkic,Medieval",,,,,,,,,,,,,,
3037,Yukich 2013,Rasm Malih?,,37.79699981200002,36.15683248800008,37.796999812 36.1568324880001,"EarlyBronzeAgeIV,EarlyBronzeAge,BronzeAge",{"0":"EarlyBronzeAgeIV"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,JP 91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,Minor,,,,,,,,,,,,,,,,,,"EBAIV, EBA, BA",AnatolianAtlas2024,,"EarlyBronzeAgeIV,EarlyBronzeAge,BronzeAge",,,,,,,,,,,,,,
3038,Project Paphlagonia,PS97.091,,32.51293189000006,40.95977730000004,32.5129318900001 40.9597773,"Turkic,Medieval",{"0":"Turkic"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hamam,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turk, Med",AnatolianAtlas2024,,"Turkic,Medieval",,,,,,,,,,,,,,
3039,Yukich 2013,Tall Jubb al-Abyad?,,37.81099980300007,36.17150467700003,37.8109998030001 36.171504677,"EarlyBronzeAgeIV,MiddleBronzeAgeI,EarlyBronzeAge,BronzeAge,MiddleBronzeAge","{""0"":""EarlyBronzeAgeIV"",""1"":""MiddleBronzeAgeI""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,JP 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trace,,,,Trace,,,,,,,,,,Trace,Slight trace,,,,,,,,,,,,,,,,,"EBAIV, MBAI, EBA, BA, MBA",AnatolianAtlas2024,,"EarlyBronzeAgeIV,MiddleBronzeAgeI,EarlyBronzeAge,BronzeAge,MiddleBronzeAge",,,,,,,,,,,,,,
3040,Project Paphlagonia,PS97.092,,32.65269931000006,40.88063202000006,32.6526993100001 40.8806320200001,"Turkic,Medieval",{"0":"Turkic"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hamams and old bridge,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turk, Med",AnatolianAtlas2024,,"Turkic,Medieval",,,,,,,,,,,,,,
3041,Yukich 2013,,,37.83983304200007,36.18500372800003,37.8398330420001 36.185003728,"EarlyRoman,LateAntiquity,EarlyIslamic,Roman,Classical,Islamic,Medieval","{""0"":""EarlyRoman"",""1"":""LateAntiquity"",""2"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,?,,,,,,,0.67,,,,,,,,,,,JP 93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,"ERom, LAntiq, EIslam, Rom, Class, Islam, Med",AnatolianAtlas2024,,"EarlyRoman,LateAntiquity,EarlyIslamic,Roman,Classical,Islamic,Medieval",,,,,,,,,,,,,,
3042,Project Paphlagonia,PS97.092a,,32.65319628000003,40.88063351000005,32.65319628 40.8806335100001,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
3043,Yukich 2013,,,37.84366673700004,36.20849808100007,37.843666737 36.2084980810001,"LateAntiquity,EarlyIslamic,Islamic,Medieval","{""0"":""LateAntiquity"",""1"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,0,,,,,,,,,,,JP 94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,"LAntiq, EIslam, Islam, Med",AnatolianAtlas2024,,"LateAntiquity,EarlyIslamic,Islamic,Medieval",,,,,,,,,,,,,,
3044,Project Paphlagonia,PS97.093,,32.54302208000007,40.96651062000007,32.5430220800001 40.9665106200001,"Turkic,Medieval",{"0":"Turkic"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hamam,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turk, Med",AnatolianAtlas2024,,"Turkic,Medieval",,,,,,,,,,,,,,
3045,Yukich 2013,,,37.77199978400006,36.17000212300007,37.7719997840001 36.1700021230001,"EarlyBronzeAgeI,EarlyBronzeAgeII,EarlyBronzeAgeIII,EarlyBronzeAgeIV,LateAntiquity,EarlyBronzeAge,BronzeAge,Medieval","{""0"":""EarlyBronzeAgeI"",""1"":""EarlyBronzeAgeII"",""2"":""EarlyBronzeAgeIII"",""3"":""EarlyBronzeAgeIV"",""4"":""LateAntiquity""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,,,,,,,,,,,JP 95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor,,,,,,,,,,,Minor,Minor,Minor,Slight trace,,,,,,,Y,,,,,,,,,,,"EBAI, EBAII, EBAIII, EBAIV, LAntiq, EBA, BA, Med",AnatolianAtlas2024,,"EarlyBronzeAgeI,EarlyBronzeAgeII,EarlyBronzeAgeIII,EarlyBronzeAgeIV,LateAntiquity,EarlyBronzeAge,BronzeAge,Medieval",,,,,,,,,,,,,,
3046,Project Paphlagonia,PS97.094,,32.54634506000008,40.96643352000007,32.5463450600001 40.9664335200001,"Turkic,Medieval",{"0":"Turkic"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hamam,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turk, Med",AnatolianAtlas2024,,"Turkic,Medieval",,,,,,,,,,,,,,
3047,Yukich 2013,Khirbat al-Khamis,,37.77416689800003,36.15999958200007,37.774166898 36.1599995820001,"LateAntiquity,MiddleIslamic,Islamic,Medieval","{""0"":""LateAntiquity"",""1"":""MiddleIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83,,,,Y,,,,,,,JP 96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,"LAntiq, MIslam, Islam, Med",AnatolianAtlas2024,,"LateAntiquity,MiddleIslamic,Islamic,Medieval",,,,,,,,,,,,,,
3048,Project Paphlagonia,PS97.095,,32.58181336000007,41.00177189000004,32.5818133600001 41.00177189,"Turkic,Medieval",{"0":"Turkic"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hamam,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turk, Med",AnatolianAtlas2024,,"Turkic,Medieval",,,,,,,,,,,,,,
3049,Yukich 2013,Tall al-?Alwa,,37.79100006300007,36.11699734100006,37.7910000630001 36.1169973410001,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,JP 97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,,,,,,,,,,,,,,
3050,Project Paphlagonia,PS97.096,,32.61492270000008,40.98820779000005,32.6149227000001 40.98820779,"Hellenistic,EarlyRoman,Roman,Classical","{""0"":""Hellenistic"",""1"":""EarlyRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fortified hilltop,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, ERom, Class, Rom",AnatolianAtlas2024,,"Hellenistic,EarlyRoman,Roman,Classical",,,,,,,,,,,,,,
3051,Yukich 2013,Tall Musa,,37.83966614500002,36.10600228600003,37.839666145 36.106002286,"EarlyBronzeAgeIV,IronAge,EarlyIslamic,EarlyBronzeAge,BronzeAge,Islamic,Medieval","{""0"":""EarlyBronzeAgeIV"",""1"":""IronAge"",""2"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,0.92,,,,,,,,,,,JP 98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,Minor,,,,,,,,,,,,,,,,,,"EBAIV, IA, EIslam, EBA, BA, Islam, Med",AnatolianAtlas2024,,"EarlyBronzeAgeIV,IronAge,EarlyIslamic,EarlyBronzeAge,BronzeAge,Islamic,Medieval",,,,,,,,,,,,,,
3052,Project Paphlagonia,PS97.097,,32.60656580000006,40.98667816000005,32.6065658000001 40.98667816,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
3053,Yukich 2013,Rusum Sharqiyya,,37.86199933600005,36.12050564500004,37.8619993360001 36.120505645,"LateAntiquity,EarlyIslamic,Islamic,Medieval","{""0"":""LateAntiquity"",""1"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,26.51,,,,,,,,,,,JP 99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,"LAntiq, EIslam, Islam, Med",AnatolianAtlas2024,,"LateAntiquity,EarlyIslamic,Islamic,Medieval",,,,,,,,,,,,,,
3054,Project Paphlagonia,PS97.098,,32.50527338000006,40.93689781000006,32.5052733800001 40.9368978100001,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,settlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
